SupplierID,AssemblyID,WharehouseID,StoreID,ProductID,OrderNumber,CustomerOrderDate,CustomerDeliveryDate,FullfillmentTime,DaysFromSupplierToAssembly,             DaysFromAssemblyToWharehouse, DaysFromWharehouseToStore
3,2,1,1,3,10000173,5/29/2016,10/11/2016,135,127,5,3
3,2,1,1,2,10000174,8/8/2016,8/8/2016,0,0,0,0
1,1,1,1,3,10000175,6/17/2016,10/23/2016,128,124,2,2
1,1,1,1,3,10000176,1/8/2016,7/24/2016,198,194,2,2
1,2,1,1,1,10000177,8/16/2016,12/10/2016,116,112,2,2
2,1,1,1,1,10000178,2/26/2016,9/5/2016,192,93,96,3
1,2,1,1,2,10000179,6/16/2016,8/11/2016,56,52,2,2
1,1,1,1,1,10000180,8/20/2016,9/5/2016,16,12,2,2
2,1,1,1,3,10000181,11/22/2016,12/1/2016,9,3,3,3
2,2,1,1,2,10000182,6/6/2016,10/13/2016,129,102,24,3
2,2,1,1,2,10000183,4/27/2016,8/11/2016,106,88,15,3
3,1,1,1,3,10000184,1/19/2016,8/12/2016,206,48,155,3
2,2,1,1,2,10000185,6/28/2016,10/18/2016,112,90,19,3
3,1,1,1,1,10000186,1/23/2016,3/6/2016,43,30,10,3
1,2,1,1,3,10000187,6/18/2016,8/11/2016,54,50,2,2
2,1,1,1,2,10000188,7/4/2016,8/21/2016,48,24,21,3
3,2,1,1,2,10000189,3/4/2016,5/24/2016,81,74,4,3
2,2,1,1,3,10000190,3/12/2016,5/29/2016,78,10,65,3
3,1,1,1,3,10000191,5/31/2016,12/21/2016,204,89,112,3
2,2,1,1,3,10000192,12/22/2016,12/27/2016,5,0,2,3
2,1,1,1,2,10000193,12/31/2016,12/31/2016,0,0,0,0
1,2,1,1,3,10000194,2/17/2016,3/15/2016,27,23,2,2
2,1,1,1,3,10000195,12/19/2016,12/26/2016,7,3,1,3
3,2,1,1,1,10000196,10/11/2016,11/20/2016,40,12,25,3
2,2,1,1,3,10000197,11/24/2016,12/31/2016,37,0,34,3
1,2,1,1,1,10000198,11/13/2016,12/23/2016,40,36,2,2
1,1,1,1,2,10000199,1/11/2016,6/11/2016,152,148,2,2
3,1,1,1,3,10000200,6/22/2016,12/31/2016,192,188,1,3
1,1,1,1,2,10000201,6/17/2016,8/28/2016,72,68,2,2
2,2,1,1,1,10000202,9/4/2016,11/20/2016,77,60,14,3
2,2,1,1,1,10000203,12/24/2016,12/28/2016,4,0,1,3
2,1,1,1,3,10000204,4/15/2016,10/3/2016,171,15,153,3
1,2,1,1,3,10000205,7/24/2016,8/29/2016,36,32,2,2
3,1,1,1,2,10000206,1/26/2016,12/19/2016,328,195,130,3
2,2,1,1,2,10000207,5/10/2016,6/7/2016,28,21,4,3
3,2,1,1,2,10000208,6/28/2016,12/18/2016,173,95,75,3
3,2,1,1,2,10000209,8/23/2016,9/11/2016,19,1,15,3
1,2,1,1,1,10000210,3/22/2016,4/1/2016,10,6,2,2
2,1,1,1,1,10000211,10/30/2016,11/28/2016,29,23,3,3
2,2,1,1,2,10000212,3/6/2016,10/1/2016,209,127,79,3
2,1,1,1,3,10000213,8/10/2016,12/17/2016,129,116,10,3
2,2,1,1,3,10000214,6/23/2016,8/7/2016,45,11,31,3
3,1,1,1,3,10000215,12/14/2016,12/15/2016,1,0,0,1
3,1,1,1,2,10000216,8/9/2016,9/9/2016,31,19,9,3
1,2,1,1,2,10000217,9/29/2016,10/14/2016,15,11,2,2
3,2,1,1,2,10000218,8/18/2016,10/11/2016,54,16,35,3
1,2,1,1,2,10000219,3/22/2016,5/8/2016,47,43,2,2
2,2,1,1,3,10000220,11/21/2016,11/21/2016,0,0,0,0
2,1,1,1,1,10000221,12/20/2016,12/24/2016,4,0,1,3
1,1,1,1,3,10000222,7/11/2016,9/18/2016,69,65,2,2
3,1,1,1,3,10000223,12/11/2016,12/30/2016,19,7,9,3
3,2,1,1,3,10000224,2/26/2016,2/28/2016,2,0,0,2
3,2,1,1,1,10000225,4/16/2016,12/3/2016,231,133,95,3
2,1,1,1,1,10000226,8/11/2016,10/22/2016,72,10,59,3
3,2,1,1,2,10000227,9/26/2016,9/26/2016,0,0,0,0
2,2,1,1,1,10000228,5/27/2016,11/27/2016,184,91,90,3
2,1,1,1,3,10000229,6/27/2016,8/23/2016,57,28,26,3
2,2,1,1,3,10000230,6/17/2016,11/28/2016,164,136,25,3
3,1,1,1,2,10000231,6/5/2016,12/29/2016,207,100,104,3
1,2,1,1,2,10000232,6/12/2016,12/27/2016,198,194,2,2
1,1,1,1,2,10000233,9/3/2016,11/6/2016,64,60,2,2
1,2,1,1,2,10000234,7/17/2016,7/27/2016,10,6,2,2
1,1,1,1,2,10000235,4/17/2016,8/22/2016,127,123,2,2
3,2,1,1,2,10000236,1/2/2016,4/21/2016,110,86,21,3
2,2,1,1,2,10000237,9/1/2016,11/20/2016,80,9,68,3
2,2,1,1,2,10000238,5/14/2016,12/12/2016,212,188,21,3
3,1,1,1,2,10000239,2/8/2016,4/9/2016,61,53,5,3
3,2,1,1,3,10000240,9/1/2016,10/19/2016,48,34,11,3
2,2,1,1,3,10000241,7/23/2016,7/31/2016,8,3,2,3
2,2,1,1,3,10000242,8/29/2016,12/8/2016,101,1,97,3
1,1,1,1,2,10000243,1/13/2016,4/3/2016,81,77,2,2
1,2,1,1,1,10000244,8/7/2016,12/10/2016,125,121,2,2
1,2,1,1,1,10000245,5/28/2016,8/30/2016,94,90,2,2
3,2,1,1,3,10000246,3/5/2016,3/11/2016,6,3,0,3
3,2,1,1,1,10000247,12/27/2016,12/30/2016,3,0,0,3
2,2,1,1,3,10000248,8/6/2016,12/25/2016,141,109,29,3
1,2,1,1,2,10000249,1/5/2016,1/19/2016,14,10,2,2
3,2,1,1,1,10000250,5/13/2016,9/8/2016,118,104,11,3
2,2,1,1,1,10000251,12/12/2016,12/24/2016,12,4,5,3
3,2,1,1,2,10000252,3/13/2016,12/15/2016,277,271,3,3
3,2,1,1,1,10000253,4/30/2016,6/19/2016,50,4,43,3
3,2,1,1,3,10000254,3/28/2016,8/28/2016,153,101,49,3
1,1,1,1,2,10000255,9/18/2016,10/7/2016,19,15,2,2
3,1,1,1,2,10000256,6/19/2016,10/5/2016,108,61,44,3
2,1,1,1,2,10000257,4/8/2016,4/23/2016,15,5,7,3
3,1,1,1,1,10000258,11/4/2016,12/21/2016,47,42,2,3
1,2,1,1,1,10000259,8/1/2016,8/23/2016,22,18,2,2
1,2,1,1,1,10000260,9/29/2016,10/15/2016,16,12,2,2
1,2,1,1,1,10000261,12/14/2016,12/22/2016,8,4,2,2
1,2,1,1,3,10000262,9/21/2016,10/1/2016,10,6,2,2
3,1,1,1,1,10000263,1/15/2016,9/29/2016,258,73,182,3
1,1,1,1,1,10000264,9/29/2016,10/26/2016,27,23,2,2
1,2,1,1,1,10000265,9/24/2016,10/13/2016,19,15,2,2
1,1,1,1,3,10000266,6/29/2016,10/28/2016,121,117,2,2
3,1,1,1,1,10000267,11/20/2016,12/21/2016,31,18,10,3
3,2,1,1,2,10000268,1/15/2016,5/7/2016,113,86,24,3
3,1,1,1,3,10000269,7/3/2016,11/23/2016,143,41,99,3
1,1,1,1,1,10000270,9/12/2016,10/12/2016,30,26,2,2
1,1,1,1,2,10000271,11/30/2016,12/28/2016,28,24,2,2
2,2,1,1,3,10000272,5/16/2016,6/16/2016,31,0,28,3
3,1,1,1,3,10000273,5/21/2016,11/26/2016,189,60,126,3
3,1,1,1,3,10000274,1/24/2016,8/29/2016,218,58,157,3
1,1,1,1,2,10000275,1/2/2016,3/31/2016,89,85,2,2
2,1,1,1,3,10000276,10/15/2016,11/3/2016,19,2,14,3
3,2,1,1,2,10000277,10/9/2016,11/4/2016,26,22,1,3
3,2,1,1,3,10000278,8/28/2016,12/5/2016,99,39,57,3
2,2,1,1,1,10000279,12/24/2016,12/27/2016,3,0,0,3
1,1,1,1,2,10000280,11/18/2016,12/24/2016,36,32,2,2
2,1,1,1,3,10000281,6/27/2016,9/8/2016,73,24,46,3
2,2,1,1,2,10000282,6/15/2016,11/11/2016,149,140,6,3
2,2,1,1,1,10000283,5/11/2016,10/30/2016,172,143,26,3
2,2,1,1,2,10000284,4/3/2016,8/27/2016,146,103,40,3
1,1,1,1,1,10000285,1/28/2016,12/21/2016,328,324,2,2
3,2,1,1,3,10000286,9/1/2016,11/23/2016,83,7,73,3
2,2,1,1,1,10000287,7/31/2016,12/1/2016,123,30,90,3
1,1,1,1,2,10000288,9/22/2016,9/29/2016,7,3,2,2
3,1,1,1,3,10000289,11/7/2016,12/4/2016,27,2,22,3
2,2,1,1,3,10000290,5/2/2016,5/4/2016,2,0,0,2
1,2,1,1,3,10000291,5/25/2016,8/6/2016,73,69,2,2
1,2,1,1,1,10000292,4/26/2016,9/18/2016,145,141,2,2
2,1,1,1,2,10000293,1/19/2016,12/24/2016,340,35,302,3
1,2,1,1,3,10000294,10/3/2016,12/2/2016,60,56,2,2
1,2,1,1,3,10000295,6/23/2016,9/17/2016,86,82,2,2
3,2,1,1,1,10000296,9/18/2016,12/30/2016,103,65,35,3
2,2,1,1,1,10000297,10/14/2016,11/27/2016,44,26,15,3
1,2,1,1,2,10000298,10/14/2016,12/16/2016,63,59,2,2
1,2,1,1,1,10000299,3/27/2016,7/31/2016,126,122,2,2
3,2,1,1,1,10000300,8/19/2016,11/15/2016,88,10,75,3
2,2,1,1,3,10000301,10/8/2016,12/1/2016,54,26,25,3
1,1,1,1,2,10000302,4/28/2016,9/9/2016,134,130,2,2
2,1,1,1,3,10000303,5/5/2016,6/4/2016,30,13,14,3
2,2,1,1,1,10000304,11/11/2016,11/21/2016,10,6,1,3
3,2,1,1,2,10000305,12/28/2016,12/30/2016,2,0,0,2
3,1,1,1,1,10000306,2/19/2016,4/8/2016,49,2,44,3
2,1,1,1,3,10000307,3/28/2016,7/29/2016,123,44,76,3
3,1,1,1,3,10000308,12/1/2016,12/3/2016,2,0,0,2
2,1,1,1,3,10000309,3/28/2016,5/10/2016,43,10,30,3
2,1,1,1,1,10000310,1/28/2016,11/5/2016,282,205,74,3
2,1,1,1,1,10000311,11/4/2016,12/1/2016,27,12,12,3
2,1,1,1,2,10000312,10/26/2016,11/1/2016,6,1,2,3
2,2,1,1,3,10000313,9/7/2016,10/3/2016,26,23,0,3
2,1,1,1,3,10000314,9/1/2016,10/27/2016,56,37,16,3
2,2,1,1,1,10000315,9/6/2016,11/6/2016,61,23,35,3
1,2,1,1,3,10000316,5/26/2016,12/9/2016,197,193,2,2
3,1,1,1,2,10000317,9/16/2016,10/10/2016,24,11,10,3
1,2,1,1,2,10000318,7/20/2016,8/25/2016,36,32,2,2
1,2,1,1,3,10000319,7/23/2016,8/14/2016,22,18,2,2
3,2,1,1,1,10000320,9/22/2016,11/25/2016,64,45,16,3
1,1,1,1,3,10000321,7/4/2016,9/10/2016,68,64,2,2
3,1,1,1,3,10000322,11/21/2016,12/28/2016,37,21,13,3
2,2,1,1,2,10000323,11/20/2016,11/20/2016,0,0,0,0
3,1,1,1,2,10000324,4/8/2016,11/8/2016,214,148,63,3
1,2,1,1,2,10000325,6/1/2016,11/3/2016,155,151,2,2
1,1,1,1,3,10000326,11/29/2016,12/22/2016,23,19,2,2
1,2,1,1,1,10000327,5/21/2016,5/31/2016,10,6,2,2
3,1,1,1,3,10000328,7/1/2016,9/21/2016,82,32,47,3
1,2,1,1,2,10000329,2/29/2016,9/24/2016,208,204,2,2
1,2,1,1,3,10000330,10/21/2016,12/8/2016,48,44,2,2
3,2,1,1,1,10000331,7/8/2016,7/21/2016,13,3,7,3
2,1,1,1,3,10000332,7/7/2016,8/23/2016,47,0,44,3
3,1,1,1,2,10000333,12/6/2016,12/6/2016,0,0,0,0
2,2,1,1,3,10000334,8/3/2016,12/29/2016,148,115,30,3
2,2,1,1,1,10000335,12/17/2016,12/17/2016,0,0,0,0
1,2,1,1,3,10000336,12/8/2016,12/14/2016,6,2,2,2
2,1,1,1,2,10000337,2/9/2016,5/1/2016,82,63,16,3
1,2,1,1,3,10000338,11/30/2016,12/15/2016,15,11,2,2
2,1,1,1,2,10000339,11/27/2016,12/14/2016,17,6,8,3
1,1,1,1,2,10000340,9/26/2016,10/15/2016,19,15,2,2
1,2,1,1,2,10000341,1/7/2016,2/23/2016,47,43,2,2
1,1,1,1,3,10000342,8/14/2016,12/24/2016,132,128,2,2
1,1,1,1,1,10000343,6/23/2016,12/10/2016,170,166,2,2
3,1,1,1,1,10000344,6/24/2016,12/31/2016,190,25,162,3
2,2,1,1,2,10000345,11/24/2016,12/9/2016,15,4,8,3
1,2,1,1,3,10000346,8/26/2016,11/5/2016,71,67,2,2
3,1,1,1,1,10000347,5/8/2016,7/4/2016,57,33,21,3
2,2,1,1,2,10000348,7/27/2016,10/25/2016,90,16,71,3
1,2,1,1,3,10000349,6/28/2016,8/19/2016,52,48,2,2
1,1,1,1,1,10000350,9/20/2016,12/27/2016,98,94,2,2
1,1,1,1,1,10000351,1/1/2016,3/25/2016,84,80,2,2
2,1,1,1,3,10000352,1/18/2016,2/1/2016,14,6,5,3
2,2,1,1,2,10000353,11/26/2016,11/30/2016,4,0,1,3
1,1,1,1,3,10000354,3/21/2016,11/29/2016,253,249,2,2
3,1,1,1,1,10000355,12/24/2016,12/28/2016,4,0,1,3
2,2,1,1,1,10000356,5/23/2016,7/7/2016,45,30,12,3
1,1,1,1,3,10000357,2/29/2016,10/14/2016,228,224,2,2
2,2,1,1,2,10000358,10/21/2016,11/2/2016,12,6,3,3
1,1,1,1,3,10000359,7/21/2016,10/29/2016,100,96,2,2
2,1,1,1,1,10000360,12/7/2016,12/30/2016,23,11,9,3
1,1,1,1,3,10000361,8/20/2016,10/27/2016,68,64,2,2
1,2,1,1,2,10000362,10/2/2016,12/5/2016,64,60,2,2
3,2,1,1,1,10000363,1/23/2016,6/16/2016,145,141,1,3
1,2,1,1,3,10000364,8/15/2016,11/1/2016,78,74,2,2
1,1,1,1,3,10000365,8/27/2016,11/25/2016,90,86,2,2
1,1,1,1,2,10000366,6/16/2016,12/16/2016,183,179,2,2
2,2,1,1,2,10000367,6/26/2016,10/13/2016,109,65,41,3
2,1,1,1,3,10000368,10/16/2016,12/6/2016,51,44,4,3
2,1,1,1,3,10000369,7/12/2016,11/7/2016,118,104,11,3
3,2,1,1,2,10000370,7/23/2016,10/4/2016,73,69,1,3
1,1,1,1,2,10000371,2/25/2016,5/27/2016,92,88,2,2
2,1,1,1,1,10000372,1/25/2016,9/20/2016,239,1,235,3
2,1,1,1,2,10000373,8/16/2016,12/28/2016,134,106,25,3
2,1,1,1,1,10000374,9/10/2016,9/27/2016,17,6,8,3
3,2,1,1,1,10000375,7/22/2016,11/16/2016,117,23,91,3
1,1,1,1,2,10000376,8/5/2016,9/7/2016,33,29,2,2
3,1,1,1,1,10000377,7/22/2016,8/27/2016,36,14,19,3
3,2,1,1,2,10000378,10/24/2016,11/29/2016,36,25,8,3
1,2,1,1,3,10000379,3/13/2016,6/17/2016,96,92,2,2
1,2,1,1,2,10000380,6/27/2016,7/10/2016,13,9,2,2
2,2,1,1,1,10000381,6/1/2016,12/10/2016,192,111,78,3
3,1,1,1,3,10000382,10/7/2016,12/17/2016,71,48,20,3
1,1,1,1,3,10000383,1/30/2016,11/17/2016,292,288,2,2
1,2,1,1,2,10000384,7/25/2016,8/15/2016,21,17,2,2
2,2,1,1,3,10000385,12/6/2016,12/28/2016,22,17,2,3
3,1,1,1,2,10000386,2/3/2016,3/9/2016,35,1,31,3
1,2,1,1,2,10000387,6/26/2016,9/12/2016,78,74,2,2
2,1,1,1,1,10000388,6/10/2016,8/11/2016,62,35,24,3
2,1,1,1,3,10000389,9/23/2016,9/29/2016,6,1,2,3
2,2,1,1,1,10000390,2/2/2016,4/22/2016,80,4,73,3
3,2,1,1,2,10000391,8/29/2016,10/17/2016,49,21,25,3
1,1,1,1,1,10000392,9/17/2016,10/2/2016,15,11,2,2
2,2,1,1,3,10000393,5/8/2016,10/28/2016,173,89,81,3
2,2,1,1,3,10000394,6/30/2016,9/10/2016,72,33,36,3
2,1,1,1,3,10000395,3/7/2016,5/4/2016,58,50,5,3
3,2,1,1,1,10000396,7/16/2016,10/12/2016,88,30,55,3
1,1,1,1,3,10000397,10/27/2016,10/27/2016,0,0,0,0
3,2,1,1,1,10000398,1/7/2016,6/11/2016,156,86,67,3
2,1,1,1,2,10000399,4/1/2016,9/12/2016,164,122,39,3
2,1,1,1,2,10000400,12/15/2016,12/25/2016,10,5,2,3
2,1,1,1,2,10000401,12/3/2016,12/24/2016,21,9,9,3
1,2,1,1,3,10000402,12/9/2016,12/31/2016,22,18,2,2
3,1,1,1,3,10000403,4/12/2016,8/26/2016,136,48,85,3
2,2,1,1,1,10000404,10/23/2016,12/16/2016,54,47,4,3
2,2,1,1,3,10000405,5/1/2016,8/11/2016,102,83,16,3
1,2,1,1,1,10000406,7/16/2016,8/29/2016,44,40,2,2
3,1,1,1,2,10000407,1/2/2016,8/14/2016,225,75,147,3
2,2,1,1,1,10000408,10/31/2016,12/27/2016,57,26,28,3
1,1,1,1,3,10000409,7/23/2016,11/24/2016,124,120,2,2
1,1,1,1,1,10000410,2/27/2016,6/10/2016,104,100,2,2
1,1,1,1,3,10000411,3/13/2016,9/7/2016,178,174,2,2
2,2,1,1,1,10000412,4/14/2016,12/28/2016,258,115,140,3
1,2,1,1,3,10000413,12/30/2016,12/30/2016,0,0,0,0
1,2,1,1,2,10000414,8/5/2016,11/21/2016,108,104,2,2
3,1,1,1,1,10000415,5/15/2016,5/15/2016,0,0,0,0
3,1,1,1,1,10000416,11/1/2016,11/8/2016,7,3,1,3
3,1,1,1,2,10000417,3/30/2016,6/15/2016,77,59,15,3
1,2,1,1,2,10000418,7/4/2016,11/7/2016,126,122,2,2
2,2,1,1,1,10000419,11/13/2016,12/16/2016,33,13,17,3
1,2,1,1,3,10000420,4/7/2016,9/25/2016,171,167,2,2
2,2,1,1,2,10000421,2/21/2016,12/26/2016,309,88,218,3
3,1,1,1,2,10000422,11/9/2016,12/11/2016,32,26,3,3
2,1,1,1,1,10000423,6/15/2016,9/22/2016,99,55,41,3
1,1,1,1,3,10000424,3/23/2016,8/16/2016,146,142,2,2
2,2,1,1,1,10000425,11/17/2016,11/21/2016,4,0,1,3
2,1,1,1,1,10000426,12/21/2016,12/22/2016,1,0,0,1
3,2,1,1,2,10000427,3/15/2016,7/16/2016,123,28,92,3
2,2,1,1,3,10000428,11/1/2016,12/11/2016,40,21,16,3
1,1,1,1,2,10000429,1/28/2016,10/25/2016,271,267,2,2
2,1,1,1,3,10000430,10/19/2016,12/7/2016,49,27,19,3
2,1,1,1,3,10000431,5/11/2016,8/28/2016,109,90,16,3
1,1,1,1,3,10000432,7/9/2016,11/22/2016,136,132,2,2
2,2,1,1,2,10000433,9/29/2016,11/25/2016,57,10,44,3
3,1,1,1,1,10000434,3/5/2016,8/22/2016,170,153,14,3
2,1,1,1,1,10000435,8/9/2016,8/27/2016,18,5,10,3
1,1,1,1,1,10000436,1/9/2016,7/2/2016,175,171,2,2
1,1,1,1,3,10000437,2/8/2016,12/22/2016,318,314,2,2
1,2,1,1,1,10000438,5/9/2016,11/8/2016,183,179,2,2
1,2,1,1,1,10000439,8/14/2016,11/24/2016,102,98,2,2
1,1,1,1,2,10000440,3/16/2016,12/24/2016,283,279,2,2
3,1,1,1,3,10000441,12/5/2016,12/15/2016,10,5,2,3
1,2,1,1,1,10000442,1/28/2016,2/11/2016,14,10,2,2
1,1,1,1,2,10000443,7/14/2016,11/1/2016,110,106,2,2
2,1,1,1,2,10000444,9/7/2016,11/17/2016,71,26,42,3
3,1,1,1,1,10000445,7/19/2016,8/14/2016,26,15,8,3
3,2,1,1,3,10000446,5/14/2016,10/18/2016,157,32,122,3
1,1,1,1,2,10000447,6/11/2016,9/8/2016,89,85,2,2
1,1,1,1,3,10000448,5/15/2016,5/29/2016,14,10,2,2
3,2,1,1,1,10000449,7/15/2016,9/2/2016,49,38,8,3
1,2,1,1,2,10000450,2/15/2016,3/4/2016,18,14,2,2
3,1,1,1,1,10000451,11/4/2016,11/10/2016,6,1,2,3
2,1,1,1,3,10000452,10/11/2016,11/5/2016,25,4,18,3
3,1,1,1,2,10000453,7/12/2016,9/25/2016,75,44,28,3
2,1,1,1,2,10000454,6/6/2016,10/6/2016,122,38,81,3
3,2,1,1,3,10000455,11/20/2016,11/25/2016,5,1,1,3
2,2,1,1,3,10000456,3/6/2016,10/24/2016,232,1,228,3
1,1,1,1,3,10000457,11/13/2016,12/9/2016,26,22,2,2
2,1,1,1,3,10000458,12/27/2016,12/28/2016,1,0,0,1
1,2,1,1,1,10000459,3/24/2016,11/22/2016,243,239,2,2
2,2,1,1,2,10000460,4/3/2016,7/17/2016,105,13,89,3
1,2,1,1,1,10000461,6/21/2016,8/20/2016,60,56,2,2
2,1,1,1,2,10000462,10/28/2016,12/29/2016,62,9,50,3
3,2,1,1,2,10000463,5/12/2016,10/10/2016,151,31,117,3
1,1,1,1,3,10000464,8/12/2016,8/18/2016,6,2,2,2
3,2,1,1,1,10000465,9/6/2016,9/6/2016,0,0,0,0
3,2,1,1,3,10000466,1/24/2016,10/6/2016,256,97,156,3
1,1,1,1,2,10000467,4/2/2016,6/21/2016,80,76,2,2
1,1,1,1,2,10000468,11/19/2016,12/26/2016,37,33,2,2
3,1,1,1,2,10000469,3/2/2016,7/20/2016,140,118,19,3
1,2,1,1,1,10000470,12/26/2016,12/31/2016,5,1,2,2
3,2,1,1,2,10000471,7/16/2016,8/27/2016,42,23,16,3
3,2,1,1,1,10000472,5/4/2016,9/5/2016,124,15,106,3
3,1,1,1,2,10000473,6/26/2016,9/11/2016,77,34,40,3
2,1,1,1,2,10000474,1/30/2016,9/23/2016,237,119,115,3
2,1,1,1,3,10000475,8/26/2016,9/19/2016,24,1,20,3
1,2,1,1,3,10000476,10/4/2016,11/5/2016,32,28,2,2
1,2,1,1,3,10000477,9/27/2016,10/11/2016,14,10,2,2
3,2,1,1,1,10000478,5/6/2016,8/7/2016,93,1,89,3
3,1,1,1,1,10000479,10/19/2016,12/10/2016,52,40,9,3
3,1,1,1,2,10000480,5/22/2016,7/15/2016,54,6,45,3
1,2,1,1,3,10000481,1/19/2016,12/30/2016,346,342,2,2
1,1,1,1,2,10000482,2/17/2016,3/7/2016,19,15,2,2
1,1,1,1,2,10000483,10/24/2016,11/26/2016,33,29,2,2
2,1,1,1,1,10000484,10/6/2016,12/17/2016,72,53,16,3
3,1,1,1,3,10000485,11/26/2016,12/26/2016,30,14,13,3
1,2,1,1,1,10000486,6/8/2016,7/21/2016,43,39,2,2
1,1,1,1,3,10000487,5/31/2016,7/20/2016,50,46,2,2
1,1,1,1,1,10000488,8/11/2016,11/21/2016,102,98,2,2
2,1,1,1,2,10000489,11/25/2016,11/28/2016,3,0,0,3
1,1,1,1,3,10000490,1/8/2016,2/13/2016,36,32,2,2
1,2,1,1,1,10000491,1/18/2016,8/21/2016,216,212,2,2
1,1,1,1,2,10000492,11/4/2016,12/26/2016,52,48,2,2
3,2,1,1,3,10000493,5/16/2016,7/13/2016,58,55,0,3
2,1,1,1,1,10000494,2/19/2016,4/30/2016,71,25,43,3
3,1,1,1,3,10000495,10/22/2016,10/26/2016,4,2,-1,3
1,2,1,1,2,10000496,9/28/2016,12/10/2016,73,69,2,2
1,1,1,1,3,10000497,8/25/2016,10/28/2016,64,60,2,2
3,1,1,1,2,10000498,3/4/2016,6/29/2016,117,84,30,3
1,2,1,1,1,10000499,4/14/2016,7/4/2016,81,77,2,2
2,1,1,1,3,10000500,11/5/2016,11/20/2016,15,2,10,3
3,1,1,1,2,10000501,10/27/2016,12/11/2016,45,22,20,3
3,2,1,1,1,10000502,2/26/2016,6/6/2016,101,75,23,3
1,2,1,1,2,10000503,9/3/2016,9/17/2016,14,10,2,2
3,1,1,1,3,10000504,2/13/2016,8/10/2016,179,28,148,3
