Session ID,DateTime Stamp,IP Address,Advertisement ID Viewed,Product ID Viewed,Information Link ID Viewed,Product ID Added to Cart,Product ID Purchased,Payment Method,User Has Account,First Time Buyer,Repeat Buyer,Coupon Used,Mobile Device Used,Dollar Amount,Dollar Amount Sold,Sex,Age Range,Married,Ethnic,Employed,Student,Education,Income Range,Gift Card Used,Purchased as Gift,Occupation,Own Home,Hobby/Interest,Health
7744,8/27/2018 10:09,10.1.22.1,13,14,3,1,16,2,1,2,2,1,2,624,625,2,5,5,5,2,2,5,4,2,1,2,2,11,
475,8/27/2018 10:09,10.1.23.1,15,3,11,8,16,4,1,1,2,1,2,267,175,2,5,3,3,1,2,9,4,1,1,3,2,19,
855,8/27/2018 10:09,10.1.24.1,4,2,11,17,12,2,2,2,2,2,2,910,516,2,4,1,1,1,1,9,6,1,2,4,2,23,
5927,8/27/2018 10:09,10.1.25.1,9,11,4,3,3,1,2,2,1,2,2,598,785,2,8,5,6,1,2,1,5,2,1,2,2,26,
9380,8/27/2018 10:09,10.1.26.1,11,14,12,10,10,3,2,2,2,1,2,972,763,2,1,3,4,1,2,3,3,1,1,3,2,25,
2996,8/27/2018 10:09,10.1.27.1,12,11,7,13,4,1,2,2,1,1,2,740,150,1,5,2,4,2,2,11,1,2,1,2,1,1,
9818,8/27/2018 10:09,10.1.28.1,8,7,10,5,16,1,1,2,2,2,2,621,380,2,9,4,3,2,2,2,2,1,2,4,2,15,
8454,8/27/2018 10:09,10.1.29.1,15,1,6,1,9,5,1,1,2,2,1,475,983,2,9,3,2,2,2,5,2,2,2,2,1,11,
1194,8/27/2018 10:09,10.1.30.1,11,8,4,2,12,5,2,2,1,1,2,368,985,1,3,2,7,1,2,8,6,1,2,3,1,18,
8132,8/27/2018 10:09,10.1.31.1,17,10,3,9,13,5,2,2,1,1,2,555,769,1,4,2,3,1,2,7,3,1,2,3,1,15,
9669,8/27/2018 10:09,10.1.32.1,7,7,12,11,11,2,2,2,2,2,1,235,592,2,7,1,6,2,1,8,4,2,1,3,2,14,
2238,8/27/2018 10:09,10.1.33.1,5,2,13,1,7,3,2,2,1,2,1,714,470,1,5,3,3,2,1,8,5,1,1,5,1,22,
857,8/27/2018 10:09,10.1.34.1,9,14,5,5,3,2,2,2,2,2,2,160,899,2,3,3,4,2,2,3,7,2,1,4,2,16,
6401,8/27/2018 10:09,10.1.35.1,8,4,3,17,1,2,1,1,2,2,2,738,146,1,5,1,2,2,1,4,5,2,1,5,2,6,
7487,8/27/2018 10:09,10.1.36.1,11,15,2,17,13,3,1,2,1,2,2,540,517,2,6,4,5,1,1,9,5,1,1,2,2,4,
1709,8/27/2018 10:09,10.1.37.1,4,10,3,16,1,5,1,2,2,1,1,946,251,1,9,4,7,2,2,7,3,1,2,4,1,1,
9441,8/27/2018 10:09,10.1.38.1,14,1,8,4,15,4,2,2,1,2,2,916,314,2,2,3,3,2,1,11,7,2,2,4,1,11,
5773,8/27/2018 10:09,10.1.39.1,16,16,12,12,7,4,2,1,2,2,2,315,118,2,9,2,6,1,1,5,5,1,1,2,1,5,
3880,8/27/2018 10:09,10.1.40.1,16,6,10,3,10,3,1,1,1,1,1,192,404,1,1,2,6,1,1,11,6,2,2,1,1,12,
2633,8/27/2018 10:09,10.1.41.1,17,14,6,17,1,1,2,1,2,1,1,691,636,1,7,5,6,1,2,3,6,2,1,4,2,12,
8804,8/27/2018 10:09,10.1.42.1,13,8,6,9,17,3,1,2,2,1,2,584,668,2,3,5,5,1,1,1,4,1,1,1,1,26,
8033,8/27/2018 10:09,10.1.43.1,7,11,10,15,3,2,1,2,1,2,2,945,735,2,3,2,3,2,2,6,1,1,2,3,1,1,
2448,8/27/2018 10:09,10.1.44.1,10,3,9,16,16,1,2,1,1,1,2,560,692,1,1,1,4,1,2,7,7,2,1,5,2,19,
5179,8/27/2018 10:09,10.1.45.1,7,8,12,11,13,3,1,1,1,2,2,535,216,2,5,3,6,1,1,4,3,2,1,5,1,20,
6578,8/27/2018 10:09,10.1.46.1,12,9,5,9,17,4,1,2,2,1,2,872,496,1,5,2,2,2,2,10,2,1,1,3,2,23,
9918,8/27/2018 10:09,10.1.47.1,3,16,6,16,2,1,1,2,2,1,1,661,907,2,4,2,1,1,1,3,4,2,1,2,1,9,
3137,8/27/2018 10:09,10.1.48.1,14,1,7,1,1,4,1,2,2,2,2,93,654,1,8,3,1,1,1,2,2,1,2,5,2,3,
9862,8/27/2018 10:09,10.1.49.1,6,8,11,7,10,3,2,2,1,1,1,542,772,1,5,2,3,1,1,7,6,1,2,1,1,1,
7929,8/27/2018 10:09,10.1.50.1,2,9,10,9,1,1,2,2,1,2,1,891,359,2,5,5,4,2,2,10,3,2,1,3,2,17,
135,8/27/2018 10:09,10.1.51.1,2,7,13,8,11,4,1,1,2,2,2,828,129,2,7,3,1,1,2,10,6,2,2,4,2,18,
6152,8/27/2018 10:09,10.1.52.1,7,2,3,7,12,5,2,1,1,2,2,162,726,2,8,3,6,2,1,4,6,1,1,3,1,26,
3959,8/27/2018 10:09,10.1.53.1,14,8,11,6,9,3,1,2,1,1,2,701,74,2,5,5,3,1,2,9,6,1,2,2,2,4,
3249,8/27/2018 10:09,10.1.54.1,15,6,11,6,3,4,1,2,2,1,1,36,16,2,8,2,6,1,1,4,1,1,1,1,2,4,
7527,8/27/2018 10:09,10.1.55.1,13,13,3,8,11,1,1,2,2,1,2,275,923,2,6,4,4,2,1,6,7,2,1,4,1,5,
5319,8/27/2018 10:09,10.1.56.1,13,17,4,15,7,3,1,2,2,1,1,822,455,1,3,4,7,2,1,5,1,1,2,3,1,15,
8795,8/27/2018 10:09,10.1.57.1,5,3,6,13,1,1,1,2,2,2,2,394,414,2,7,4,5,2,2,9,1,2,2,4,2,8,
3934,8/27/2018 10:09,10.1.58.1,6,10,13,13,1,5,2,2,2,1,2,965,476,1,8,3,4,2,1,8,5,1,1,1,1,5,
2786,8/27/2018 10:09,10.1.59.1,6,8,3,6,16,2,2,1,2,1,2,628,243,1,2,2,5,2,2,8,4,1,1,4,2,12,
7419,8/27/2018 10:09,10.1.60.1,17,17,3,3,4,3,2,2,1,1,1,860,173,1,3,5,4,2,2,4,3,2,1,4,2,9,
236,8/27/2018 10:09,10.1.61.1,8,4,3,15,10,2,1,2,2,1,1,698,274,1,4,2,5,2,1,6,4,2,2,2,2,1,
5141,8/27/2018 10:09,10.1.62.1,17,5,2,7,11,3,2,1,2,2,2,759,455,2,7,2,4,2,2,4,3,2,1,2,2,10,
6652,8/27/2018 10:09,10.1.63.1,10,14,4,3,1,4,2,2,2,1,1,980,610,2,3,3,5,2,2,8,2,1,2,3,2,8,
6985,8/27/2018 10:09,10.1.64.1,10,16,4,15,5,3,2,1,1,1,1,892,664,1,5,2,7,2,2,8,1,1,2,3,1,17,
3885,8/27/2018 10:09,10.1.65.1,2,7,6,15,5,3,1,2,1,1,1,25,159,2,8,2,4,2,1,11,1,1,1,5,2,8,
6771,8/27/2018 10:09,10.1.66.1,1,8,3,9,14,1,2,2,2,1,1,754,915,1,2,4,2,1,2,5,1,1,2,2,2,14,
4501,8/27/2018 10:09,10.1.67.1,1,3,5,5,15,2,2,1,2,2,2,598,50,1,9,3,5,1,1,8,7,1,1,1,1,26,
6151,8/27/2018 10:09,10.1.68.1,9,2,5,8,15,1,2,2,2,2,2,962,653,1,2,4,1,2,1,8,5,1,2,3,1,25,
7926,8/27/2018 10:09,10.1.69.1,14,8,8,10,13,4,2,2,1,2,2,289,906,1,7,3,7,2,2,5,5,1,1,5,1,5,
946,8/27/2018 10:09,10.1.70.1,6,16,13,1,12,4,1,2,1,2,2,406,175,2,8,4,5,1,1,4,5,1,2,1,1,3,
505,8/27/2018 10:09,10.1.71.1,3,13,11,13,13,1,2,1,1,1,2,917,225,2,6,5,1,1,1,6,5,2,2,2,1,4,
1663,8/27/2018 10:09,10.1.72.1,9,13,8,15,1,5,2,1,2,1,1,554,720,1,9,4,3,1,1,11,6,2,2,5,2,27,
3264,8/27/2018 10:09,10.1.73.1,2,12,4,2,1,1,2,2,1,1,2,115,108,1,8,3,5,2,2,2,6,1,2,4,2,3,
772,8/27/2018 10:09,10.1.74.1,4,14,10,15,4,2,2,2,1,1,1,765,740,2,2,3,1,2,1,7,3,2,2,3,2,14,
1422,8/27/2018 10:09,10.1.75.1,10,9,7,10,4,1,1,1,1,1,1,504,470,2,3,5,4,1,1,5,1,2,2,2,1,5,
3550,8/27/2018 10:09,10.1.76.1,15,9,10,11,5,5,2,2,2,1,2,711,452,2,9,2,4,1,2,11,6,2,2,4,1,10,
5591,8/27/2018 10:09,10.1.77.1,5,17,4,8,11,4,2,2,2,1,1,61,37,2,8,4,1,2,1,4,3,2,2,3,2,20,
962,8/27/2018 10:09,10.1.78.1,14,2,12,4,7,3,1,2,2,2,2,12,775,1,1,4,4,1,2,10,3,1,1,5,1,27,
6081,8/27/2018 10:09,10.1.79.1,13,13,13,15,2,1,1,2,1,1,2,80,850,2,7,1,4,2,1,5,1,1,1,2,2,12,
3823,8/27/2018 10:09,10.1.80.1,6,6,4,14,13,2,2,1,1,1,1,313,498,2,2,3,1,2,2,1,4,2,1,5,2,10,
4343,8/27/2018 10:09,10.1.81.1,12,4,8,16,3,4,1,1,2,1,1,796,110,2,4,3,3,1,1,2,5,2,1,4,2,22,
708,8/27/2018 10:09,10.1.82.1,5,14,1,8,10,1,1,1,1,1,1,154,584,1,9,2,2,2,2,8,2,1,1,4,1,23,
5052,8/27/2018 10:09,10.1.83.1,5,7,3,4,9,5,2,1,2,1,1,426,202,1,5,1,5,2,2,1,6,1,1,1,2,1,
5057,8/27/2018 10:09,10.1.84.1,17,17,3,2,6,3,2,2,1,2,2,764,68,2,6,3,6,2,2,9,3,2,2,2,1,13,
3726,8/27/2018 10:09,10.1.85.1,6,5,10,1,5,2,1,2,1,2,1,283,422,2,1,3,6,2,1,8,5,2,1,4,1,3,
5741,8/27/2018 10:09,10.1.86.1,1,9,10,1,13,4,2,2,1,1,2,195,553,1,8,5,4,2,1,5,6,1,2,2,2,25,
5289,8/27/2018 10:09,10.1.87.1,8,6,2,5,9,1,2,2,1,1,2,620,915,1,8,4,4,2,1,6,1,2,2,1,1,4,
4325,8/27/2018 10:09,10.1.88.1,8,8,1,11,4,2,1,2,1,1,1,326,154,1,2,3,6,1,1,10,2,1,2,4,1,6,
4701,8/27/2018 10:09,10.1.89.1,15,17,10,8,11,2,1,2,2,2,2,417,794,2,5,2,6,1,2,3,5,1,2,3,2,7,
6793,8/27/2018 10:09,10.1.90.1,11,7,13,3,6,4,1,1,2,1,2,794,890,2,8,5,5,1,2,5,6,2,1,5,2,4,
3892,8/27/2018 10:09,10.1.91.1,4,12,5,2,12,4,1,1,1,1,1,948,759,2,7,3,2,2,1,11,2,2,1,2,1,10,
7739,8/27/2018 10:09,10.1.92.1,8,13,2,2,12,5,1,2,2,2,2,332,437,2,1,1,1,2,2,4,4,2,1,5,1,19,
5974,8/27/2018 10:09,10.1.93.1,11,14,13,16,15,3,1,2,2,1,2,357,599,1,3,2,7,1,2,10,5,1,2,3,1,24,
4735,8/27/2018 10:09,10.1.94.1,16,14,9,15,6,2,1,1,2,1,2,834,821,2,9,1,3,1,1,2,3,2,2,3,1,20,
5936,8/27/2018 10:09,10.1.95.1,1,17,12,13,12,3,2,1,2,1,1,682,218,1,1,3,5,1,2,2,5,1,2,1,1,3,
4016,8/27/2018 10:09,10.1.96.1,3,1,10,1,17,1,2,1,2,1,1,958,506,2,5,4,6,2,2,4,2,2,2,4,2,18,
8981,8/27/2018 10:09,10.1.97.1,12,4,8,8,9,5,1,2,2,2,1,790,398,1,5,2,4,1,2,8,1,1,2,4,2,4,
702,8/27/2018 10:09,10.1.98.1,10,16,2,17,5,1,2,2,2,2,1,737,892,2,6,5,6,1,2,2,5,1,1,3,1,27,
9835,8/27/2018 10:09,10.1.99.1,13,8,2,9,14,5,2,1,2,2,1,937,716,1,3,1,1,2,2,7,3,2,2,5,2,5,
4720,8/27/2018 10:09,10.1.100.1,3,13,1,3,12,2,2,1,1,2,1,685,717,2,1,4,6,1,1,1,7,1,2,1,2,20,
167,8/27/2018 10:09,10.1.101.1,9,17,3,9,16,4,2,2,1,2,1,328,423,1,2,4,5,2,1,5,4,2,1,3,1,13,
1249,8/27/2018 10:09,10.1.102.1,12,16,11,17,6,3,2,2,1,1,2,354,355,2,5,5,1,2,1,5,4,2,2,1,1,24,
3345,8/27/2018 10:09,10.1.103.1,17,6,5,13,17,5,2,2,2,2,1,253,407,2,8,4,6,1,2,1,7,1,1,2,1,23,
7406,8/27/2018 10:09,10.1.104.1,13,2,6,4,10,1,1,1,2,1,2,162,589,1,8,3,6,1,2,1,6,1,2,5,2,19,
8113,8/27/2018 10:09,10.1.105.1,12,3,3,12,4,5,1,2,1,2,1,775,971,1,5,2,7,1,2,10,5,1,2,2,1,17,
3826,8/27/2018 10:09,10.1.106.1,8,14,9,10,8,4,2,1,2,1,2,406,516,2,6,3,1,1,2,4,4,1,1,1,2,9,
7828,8/27/2018 10:09,10.1.107.1,4,2,12,9,1,4,2,2,1,1,2,490,6,1,1,5,5,1,2,8,3,1,2,3,1,11,
5298,8/27/2018 10:09,10.1.108.1,1,3,2,4,10,5,2,1,2,1,2,151,210,2,5,1,2,2,1,2,2,2,2,4,1,14,
3880,8/27/2018 10:09,10.1.109.1,3,4,3,1,15,4,2,2,1,1,2,669,984,2,8,1,2,2,1,4,5,1,1,5,2,12,
5047,8/27/2018 10:09,10.1.110.1,12,13,9,9,13,5,1,1,2,1,2,577,480,2,7,5,3,1,2,2,2,1,1,5,2,27,
7552,8/27/2018 10:09,10.1.111.1,6,7,4,11,2,3,2,2,1,2,1,529,622,1,9,1,1,1,2,9,6,2,1,1,2,28,
3140,8/27/2018 10:09,10.1.112.1,10,7,8,12,6,3,1,2,2,1,2,119,19,2,9,4,5,1,2,9,5,2,1,3,1,27,
3700,8/27/2018 10:09,10.1.113.1,8,15,6,15,9,4,2,1,2,2,1,147,443,2,8,2,3,2,1,1,5,1,2,2,2,17,
1635,8/27/2018 10:09,10.1.114.1,1,9,1,14,10,3,2,1,1,2,2,468,210,2,8,2,2,1,1,2,4,2,1,4,1,7,
2844,8/27/2018 10:09,10.1.115.1,14,17,4,15,13,2,1,2,1,1,1,838,952,1,5,4,6,1,2,8,2,1,1,2,2,21,
3015,8/27/2018 10:09,10.1.116.1,4,8,7,15,17,2,1,2,1,1,2,715,954,2,2,2,2,1,2,5,5,1,1,2,1,5,
7735,8/27/2018 10:09,10.1.117.1,1,6,10,16,17,3,1,1,1,2,2,191,213,1,2,5,6,1,1,7,5,2,2,4,1,14,
3758,8/27/2018 10:09,10.1.118.1,16,5,4,17,6,3,2,2,1,1,1,187,533,2,9,3,1,2,1,2,4,2,2,4,2,15,
5757,8/27/2018 10:09,10.1.119.1,13,10,6,4,2,3,1,2,1,2,1,829,750,2,8,4,4,2,2,8,3,2,1,2,1,9,
8325,8/27/2018 10:09,10.1.120.1,17,15,8,7,2,5,2,1,2,1,1,510,24,2,7,2,2,1,2,2,7,1,1,2,2,23,
7876,8/27/2018 10:09,10.1.121.1,17,7,11,1,14,4,1,1,2,1,1,432,96,1,9,3,5,2,1,11,1,2,1,4,1,1,
3998,8/27/2018 10:09,10.1.122.1,2,17,12,12,9,3,2,1,1,1,1,685,12,2,2,5,7,2,2,7,2,1,1,2,1,1,
3106,8/27/2018 10:09,10.1.123.1,8,5,8,13,1,5,1,2,1,1,2,883,846,1,8,5,4,1,1,10,7,2,2,3,1,9,
2805,8/27/2018 10:09,10.1.124.1,3,7,1,10,16,2,1,2,2,2,1,542,473,2,4,2,2,1,1,3,4,1,2,3,1,20,
1732,8/27/2018 10:09,10.1.125.1,5,17,8,5,10,3,1,1,2,2,1,85,198,1,8,3,1,2,1,9,6,1,1,2,1,10,
887,8/27/2018 10:09,10.1.126.1,15,5,1,4,14,2,1,1,2,1,2,650,899,2,9,4,1,1,1,8,3,2,1,3,2,26,
2224,8/27/2018 10:09,10.1.127.1,3,14,9,7,1,3,2,2,1,1,1,210,147,1,7,5,1,2,1,9,4,2,2,4,1,27,
9476,8/27/2018 10:09,10.1.128.1,8,15,1,16,5,2,1,1,1,2,1,42,715,2,5,5,7,2,2,3,2,1,1,2,1,5,
9973,8/27/2018 10:09,10.1.129.1,7,3,11,6,15,4,2,2,1,1,2,804,597,1,7,4,2,2,2,2,6,2,2,5,1,4,
1749,8/27/2018 10:09,10.1.130.1,17,5,12,15,1,4,1,1,1,1,1,488,721,2,3,3,5,2,2,11,1,2,2,4,2,3,
3069,8/27/2018 10:09,10.1.131.1,10,3,9,5,11,2,1,1,1,1,1,555,814,1,7,3,1,2,1,1,2,1,2,3,1,23,
7342,8/27/2018 10:09,10.1.132.1,5,7,4,8,12,1,2,1,2,1,1,798,978,2,2,3,1,2,2,8,5,2,1,2,2,25,
9952,8/27/2018 10:09,10.1.133.1,10,16,1,16,16,3,1,2,1,1,2,288,787,2,4,2,6,2,2,2,2,2,1,2,1,13,
6809,8/27/2018 10:09,10.1.134.1,7,4,9,9,13,2,2,2,2,2,1,830,464,2,6,5,1,1,2,3,2,2,1,1,2,3,
3703,8/27/2018 10:09,10.1.135.1,10,3,8,8,9,3,2,1,2,1,2,751,628,1,1,1,1,1,1,4,6,1,2,1,2,22,
2546,8/27/2018 10:09,10.1.136.1,1,5,9,1,10,2,1,2,2,2,2,695,777,2,4,2,3,2,2,4,5,2,1,1,1,1,
5619,8/27/2018 10:09,10.1.137.1,6,10,6,17,7,3,1,1,2,1,2,574,457,2,3,2,1,2,2,11,4,1,2,4,1,13,
9352,8/27/2018 10:09,10.1.138.1,2,11,13,1,9,2,2,2,2,2,1,38,667,2,1,4,1,2,1,6,1,2,1,2,1,27,
6024,8/27/2018 10:09,10.1.139.1,3,13,1,7,5,3,1,2,2,1,2,953,327,2,9,5,4,1,1,11,1,2,1,2,1,26,
1023,8/27/2018 10:09,10.1.140.1,1,5,8,9,1,2,1,1,1,1,1,240,649,1,1,4,2,2,1,1,1,2,1,2,2,4,
3533,8/27/2018 10:09,10.1.141.1,14,1,2,2,2,1,1,2,1,2,2,594,41,1,9,1,2,1,1,1,3,1,1,5,1,7,
9507,8/27/2018 10:09,10.1.142.1,16,12,9,4,13,2,1,2,1,2,2,292,375,1,2,2,3,1,1,2,4,2,1,3,1,18,
3592,8/27/2018 10:09,10.1.143.1,16,9,13,6,10,1,2,2,2,1,1,543,601,2,2,2,6,2,1,5,7,2,2,1,2,4,
116,8/27/2018 10:09,10.1.144.1,6,3,3,12,14,4,1,1,2,2,1,1,834,1,6,3,1,2,2,4,1,2,1,2,1,17,
5595,8/27/2018 10:09,10.1.145.1,7,7,5,6,14,2,2,2,1,2,2,661,796,2,6,5,6,2,1,1,4,2,1,5,1,25,
8944,8/27/2018 10:09,10.1.146.1,13,5,9,1,12,5,1,2,2,1,1,738,982,2,5,1,5,1,1,3,1,2,2,3,2,8,
3566,8/27/2018 10:09,10.1.147.1,6,14,13,5,5,5,1,2,1,1,2,341,161,2,6,1,1,2,2,1,3,1,1,5,1,17,
9048,8/27/2018 10:09,10.1.148.1,11,13,4,15,3,2,2,2,1,2,2,968,725,2,2,3,5,1,1,9,2,2,2,4,1,20,
9945,8/27/2018 10:09,10.1.149.1,14,13,7,16,11,2,2,2,2,1,2,584,453,2,6,2,1,1,1,5,5,2,2,4,1,12,
1491,8/27/2018 10:09,10.1.150.1,6,7,9,2,12,3,2,1,1,2,1,471,250,2,9,1,2,2,1,10,6,1,2,3,2,10,
4997,8/27/2018 10:09,10.1.151.1,2,1,13,6,12,5,2,1,2,2,1,653,546,1,3,3,5,2,1,6,2,2,1,4,2,26,
5433,8/27/2018 10:09,10.1.152.1,17,17,13,16,16,1,1,2,2,2,1,234,430,2,8,1,2,2,2,1,6,2,1,4,1,4,
529,8/27/2018 10:09,10.1.153.1,2,3,11,1,14,1,2,2,2,1,2,161,393,2,7,2,6,2,1,10,7,1,1,3,1,25,
5595,8/27/2018 10:09,10.1.154.1,11,8,1,16,2,5,1,2,1,1,2,517,206,1,5,1,7,1,2,4,7,2,1,3,2,18,
2497,8/27/2018 10:09,10.1.155.1,11,7,8,17,16,5,2,2,2,2,2,361,283,2,6,5,7,1,1,7,2,2,1,4,1,28,
7881,8/27/2018 10:09,10.1.156.1,13,7,1,11,1,2,2,2,1,1,1,243,942,2,4,2,2,1,1,4,6,1,1,2,2,9,
7121,8/27/2018 10:09,10.1.157.1,15,10,2,9,17,4,2,2,1,1,1,70,62,1,9,1,2,2,2,7,7,1,2,2,1,22,
9376,8/27/2018 10:09,10.1.158.1,2,2,3,15,11,3,1,2,1,1,1,91,656,1,8,3,5,1,2,11,3,2,1,2,1,27,
1252,8/27/2018 10:09,10.1.159.1,17,16,9,6,17,2,2,2,1,2,1,999,639,2,1,5,4,2,2,8,7,1,2,3,2,8,
6183,8/27/2018 10:09,10.1.160.1,7,12,9,5,17,1,1,1,2,2,1,205,560,1,4,2,3,1,2,5,7,1,1,5,2,19,
9737,8/27/2018 10:09,10.1.161.1,11,11,13,9,5,2,2,2,1,2,2,250,257,2,2,4,7,1,1,2,5,1,1,1,1,20,
2560,8/27/2018 10:09,10.1.162.1,7,2,11,9,14,4,1,2,1,1,1,915,8,2,1,3,5,1,1,5,7,2,1,3,1,20,
4060,8/27/2018 10:09,10.1.163.1,2,7,1,17,14,4,1,1,2,2,2,395,481,1,1,5,7,2,1,5,4,1,2,2,1,11,
8512,8/27/2018 10:09,10.1.164.1,1,6,9,9,16,3,2,2,2,2,1,871,711,1,7,1,4,1,1,7,2,2,2,2,2,7,
4555,8/27/2018 10:09,10.1.165.1,17,12,12,17,12,5,1,2,1,1,2,780,349,2,5,2,1,1,1,7,4,1,2,1,2,20,
4106,8/27/2018 10:09,10.1.166.1,7,10,7,12,8,3,1,2,2,1,2,753,883,1,3,2,5,1,2,9,1,1,2,5,1,6,
5630,8/27/2018 10:09,10.1.167.1,7,1,7,1,6,2,2,2,2,2,2,97,476,2,8,4,3,2,1,10,6,2,1,4,1,13,
2324,8/27/2018 10:09,10.1.168.1,6,12,1,17,12,3,2,1,1,1,1,61,788,2,4,5,5,1,1,6,2,2,2,1,2,6,
6749,8/27/2018 10:09,10.1.169.1,2,4,8,11,9,2,1,1,1,1,2,82,573,1,5,3,1,2,2,6,7,2,2,4,1,3,
4549,8/27/2018 10:09,10.1.170.1,8,10,10,10,1,1,1,2,1,2,1,250,195,2,3,3,5,1,2,6,1,1,2,1,1,23,
7990,8/27/2018 10:09,10.1.171.1,14,5,8,10,4,1,2,1,2,1,2,882,561,1,9,3,5,1,1,11,4,2,1,3,2,24,
7456,8/27/2018 10:09,10.1.172.1,4,13,10,10,16,2,2,1,1,2,1,493,842,1,7,1,7,1,2,7,5,1,2,5,2,1,
985,8/27/2018 10:09,10.1.173.1,16,6,9,4,8,2,2,2,2,2,1,353,599,1,1,3,7,1,1,5,3,2,2,4,1,18,
8472,8/27/2018 10:09,10.1.174.1,5,11,12,11,7,2,1,2,2,1,1,840,817,1,6,3,7,2,1,1,1,1,1,3,1,24,
9435,8/27/2018 10:09,10.1.175.1,15,10,8,10,16,5,2,2,1,1,2,571,869,2,6,4,7,1,2,9,2,2,1,1,2,3,
2191,8/27/2018 10:09,10.1.176.1,3,2,7,8,4,1,2,2,1,2,2,141,375,2,4,4,2,2,1,8,1,2,2,5,2,8,
4129,8/27/2018 10:09,10.1.177.1,17,10,9,12,6,3,2,1,1,1,2,51,476,2,9,1,2,1,1,3,4,1,1,5,2,18,
4549,8/27/2018 10:09,10.1.178.1,15,13,5,10,4,2,2,2,1,1,1,737,595,2,8,1,7,1,2,4,5,1,2,5,2,8,
1699,8/27/2018 10:09,10.1.179.1,6,14,12,7,17,2,2,2,2,2,1,595,711,2,6,1,2,1,1,8,7,1,1,3,1,18,
9460,8/27/2018 10:09,10.1.180.1,7,7,11,8,9,4,1,2,2,2,2,562,227,2,1,4,1,1,1,10,3,1,2,1,2,16,
8757,8/27/2018 10:09,10.1.181.1,3,2,6,5,6,5,1,2,1,1,2,690,870,1,4,4,6,1,2,9,2,2,2,5,1,12,
